Date,NFLX_Open,NFLX_High,NFLX_Low,NFLX_Close,NFLX_Adj Close,NFLX_Volume,is_weekend
2023-07-10,438.5199890136719,444.4100036621094,436.8200073242188,441.7099914550781,441.7099914550781,4251700.0,False
2023-07-11,438.6499938964844,440.7999877929688,431.0400085449219,440.2099914550781,440.2099914550781,4574600.0,False
2023-07-12,444.5499877929688,445.4100036621094,437.75,444.0499877929688,444.0499877929688,5731700.0,False
2023-07-13,447.0,451.6700134277344,441.1799926757813,450.3800048828125,450.3800048828125,6157500.0,False
2023-07-14,452.7900085449219,456.4800109863281,439.7000122070313,441.9100036621094,441.9100036621094,7184900.0,False
2023-07-15,,,,,,,True
2023-07-16,,,,,,,True
2023-07-17,445.5700073242188,456.6799926757813,445.1099853515625,450.0499877929688,450.0499877929688,6891700.0,False
2023-07-18,451.0,478.1499938964844,448.7799987792969,474.7999877929688,474.7999877929688,13196900.0,False
2023-07-19,476.8599853515625,485.0,470.0,477.5899963378906,477.5899963378906,20996500.0,False
2023-07-20,447.0,448.5,432.0,437.4200134277344,437.4200134277344,23989700.0,False
2023-07-21,437.3699951171875,438.239990234375,423.1900024414063,427.5,427.5,17303700.0,False
2023-07-22,,,,,,,True
2023-07-23,,,,,,,True
2023-07-24,425.0,428.6400146484375,419.1900024414063,428.3699951171875,428.3699951171875,8264400.0,False
2023-07-25,427.1799926757813,430.8800048828125,426.1300048828125,427.7000122070313,427.7000122070313,4859800.0,False
2023-07-26,424.2000122070313,425.260009765625,415.5899963378906,422.6700134277344,422.6700134277344,6009200.0,False
2023-07-27,426.8999938964844,427.5199890136719,411.8800048828125,413.1700134277344,413.1700134277344,6594500.0,False
2023-07-28,415.55999755859375,427.4700012207031,413.760009765625,425.7799987792969,425.7799987792969,6424200.0,False
2023-07-29,,,,,,,True
2023-07-30,,,,,,,True
2023-07-31,426.510009765625,439.1300048828125,426.2999877929688,438.9700012207031,438.9700012207031,6587600.0,False
2023-08-01,437.3699951171875,445.25,431.3999938964844,438.6199951171875,438.6199951171875,5711500.0,False
2023-08-02,435.2300109863281,435.55999755859375,426.55999755859375,429.7000122070313,429.7000122070313,4912200.0,False
2023-08-03,427.7999877929688,441.9299926757813,427.1900024414063,431.0,431.0,6243900.0,False
2023-08-04,433.05999755859375,436.5,426.2699890136719,431.6000061035156,431.6000061035156,5439700.0,False
2023-08-05,,,,,,,True
2023-08-06,,,,,,,True
2023-08-07,436.4599914550781,441.1099853515625,428.9100036621094,440.760009765625,440.760009765625,4781300.0,False
2023-08-08,440.3599853515625,443.5700073242188,435.1000061035156,438.2999877929688,438.2999877929688,3767200.0,False
2023-08-09,439.739990234375,440.6199951171875,427.5899963378906,428.8999938964844,428.8999938964844,3846600.0,False
2023-08-10,431.1199951171875,438.1199951171875,428.6900024414063,429.9800109863281,429.9800109863281,5467600.0,False
2023-08-11,428.9800109863281,430.6300048828125,421.3299865722656,421.6600036621094,421.6600036621094,3925200.0,False
2023-08-12,,,,,,,True
2023-08-13,,,,,,,True
2023-08-14,421.989990234375,428.8500061035156,418.7799987792969,427.7799987792969,427.7799987792969,3966000.0,False
2023-08-15,424.4100036621094,429.1199951171875,421.0400085449219,423.7000122070313,423.7000122070313,3368000.0,False
2023-08-16,423.7300109863281,424.510009765625,415.25,415.4500122070313,415.4500122070313,3967000.0,False
2023-08-17,415.0,415.239990234375,401.5799865722656,403.0,403.0,6031500.0,False
2023-08-18,399.3299865722656,406.5199890136719,398.1499938964844,404.5299987792969,404.5299987792969,4309200.0,False
2023-08-19,,,,,,,True
2023-08-20,,,,,,,True
2023-08-21,402.2300109863281,409.6099853515625,399.5,408.2900085449219,408.2900085449219,3861600.0,False
2023-08-22,409.0,415.739990234375,407.3999938964844,413.1700134277344,413.1700134277344,3603300.0,False
2023-08-23,418.3999938964844,437.0199890136719,417.7099914550781,427.5499877929688,427.5499877929688,8174700.0,False
2023-08-24,425.4100036621094,427.5899963378906,406.1700134277344,406.9299926757813,406.9299926757813,5687800.0,False
2023-08-25,412.0,419.25,407.55999755859375,416.0299987792969,416.0299987792969,5390900.0,False
2023-08-26,,,,,,,True
2023-08-27,,,,,,,True
2023-08-28,418.0400085449219,419.8299865722656,413.2699890136719,418.05999755859375,418.05999755859375,2928600.0,False
2023-08-29,416.0,432.1700134277344,414.5,429.989990234375,429.989990234375,4486700.0,False
2023-08-30,430.8500061035156,438.1600036621094,428.3500061035156,434.6700134277344,434.6700134277344,3625400.0,False
2023-08-31,431.2300109863281,437.1499938964844,431.2300109863281,433.6799926757813,433.6799926757813,3803000.0,False
2023-09-01,437.7300109863281,445.5,435.9299926757813,439.8800048828125,439.8800048828125,4792100.0,False
2023-09-02,,,,,,,True
2023-09-03,,,,,,,True
2023-09-04,,,,,,,False
2023-09-05,438.3900146484375,453.4500122070313,438.0,448.6799926757813,448.6799926757813,6155900.0,False
2023-09-06,448.6099853515625,451.3900146484375,440.489990234375,445.760009765625,445.760009765625,3862300.0,False
2023-09-07,441.1499938964844,444.6000061035156,436.7000122070313,443.1400146484375,443.1400146484375,2922700.0,False
2023-09-08,443.55999755859375,446.80999755859375,438.8500061035156,442.7999877929688,442.7999877929688,2697500.0,False
2023-09-09,,,,,,,True
2023-09-10,,,,,,,True
2023-09-11,443.0700073242188,449.8900146484375,442.75,445.3599853515625,445.3599853515625,2913800.0,False
2023-09-12,442.8500061035156,445.4400024414063,434.1199951171875,434.6900024414063,434.6900024414063,3124000.0,False
2023-09-13,435.5,438.3999938964844,410.6900024414063,412.239990234375,412.239990234375,11843000.0,False
2023-09-14,410.3999938964844,411.3900146484375,400.0,400.489990234375,400.489990234375,10709000.0,False
2023-09-15,401.0,404.7000122070313,395.0299987792969,396.9400024414063,396.9400024414063,9110700.0,False
2023-09-16,,,,,,,True
2023-09-17,,,,,,,True
2023-09-18,395.5,399.4700012207031,392.6000061035156,394.3999938964844,394.3999938964844,4704700.0,False
2023-09-19,392.8399963378906,398.2300109863281,390.25,396.2000122070313,396.2000122070313,4076800.0,False
2023-09-20,397.0499877929688,397.989990234375,386.1199951171875,386.2999877929688,386.2999877929688,3866600.0,False
2023-09-21,386.5,395.8999938964844,383.4200134277344,384.1499938964844,384.1499938964844,5547900.0,False
2023-09-22,385.0,386.8800048828125,378.3599853515625,379.80999755859375,379.80999755859375,3692800.0,False
2023-09-23,,,,,,,True
2023-09-24,,,,,,,True
2023-09-25,382.8999938964844,386.6199951171875,380.80999755859375,384.7999877929688,384.7999877929688,3757300.0,False
2023-09-26,382.8800048828125,384.55999755859375,377.3599853515625,379.25,379.25,4089400.0,False
2023-09-27,382.3999938964844,384.2200012207031,376.25,377.5899963378906,377.5899963378906,3843500.0,False
2023-09-28,375.6000061035156,378.9599914550781,371.1000061035156,376.3599853515625,376.3599853515625,4369900.0,False
2023-09-29,380.0,382.5799865722656,375.3500061035156,377.6000061035156,377.6000061035156,4198700.0,False
2023-09-30,,,,,,,True
2023-10-01,,,,,,,True
2023-10-02,377.4800109863281,384.80999755859375,376.7999877929688,380.3299865722656,380.3299865722656,3102100.0,False
2023-10-03,377.1099853515625,394.8999938964844,372.8500061035156,376.75,376.75,8878100.0,False
2023-10-04,376.5,380.2200012207031,373.5799865722656,376.8999938964844,376.8999938964844,4303700.0,False
2023-10-05,378.010009765625,378.6000061035156,367.239990234375,372.5899963378906,372.5899963378906,5034800.0,False
2023-10-06,368.4299926757813,382.5199890136719,367.7699890136719,381.510009765625,381.510009765625,4773400.0,False
2023-10-07,,,,,,,True
2023-10-08,,,,,,,True
2023-10-09,378.0499877929688,387.1700134277344,377.760009765625,385.9500122070313,385.9500122070313,3299800.0,False
2023-10-10,385.5799865722656,388.7000122070313,372.25,373.3200073242188,373.3200073242188,7288900.0,False
2023-10-11,372.7799987792969,377.80999755859375,365.3399963378906,365.9299926757813,365.9299926757813,9151400.0,False
2023-10-12,366.4800109863281,368.8299865722656,359.04998779296875,361.2000122070313,361.2000122070313,7376100.0,False
2023-10-13,355.6400146484375,358.92999267578125,352.04998779296875,355.67999267578125,355.67999267578125,6312600.0,False
2023-10-14,,,,,,,True
2023-10-15,,,,,,,True
2023-10-16,356.2099914550781,363.0799865722656,354.7699890136719,360.8200073242188,360.8200073242188,5128900.0,False
2023-10-17,361.1000061035156,362.7000122070313,353.8900146484375,355.7200012207031,355.7200012207031,5908400.0,False
2023-10-18,351.0,354.7900085449219,344.7300109863281,346.19000244140625,346.19000244140625,11429600.0,False
2023-10-19,404.739990234375,408.9500122070313,392.260009765625,401.7699890136719,401.7699890136719,28074400.0,False
2023-10-20,405.6300048828125,410.6400146484375,398.010009765625,400.9599914550781,400.9599914550781,12768900.0,False
2023-10-21,,,,,,,True
2023-10-22,,,,,,,True
2023-10-23,403.3200073242188,407.5400085449219,398.5199890136719,406.8399963378906,406.8399963378906,7390000.0,False
2023-10-24,409.6799926757813,416.6900024414063,408.3900146484375,413.7300109863281,413.7300109863281,6459200.0,False
2023-10-25,416.0199890136719,418.8399963378906,410.1099853515625,411.25,411.25,6299600.0,False
2023-10-26,411.4200134277344,417.30999755859375,401.5400085449219,403.5400085449219,403.5400085449219,6849700.0,False
2023-10-27,406.4200134277344,410.2099914550781,395.6199951171875,397.8699951171875,397.8699951171875,4997600.0,False
2023-10-28,,,,,,,True
2023-10-29,,,,,,,True
2023-10-30,402.3500061035156,412.8200073242188,399.4100036621094,410.0799865722656,410.0799865722656,5317100.0,False
2023-10-31,409.239990234375,412.5199890136719,404.6300048828125,411.6900024414063,411.6900024414063,3877600.0,False
2023-11-01,414.7699890136719,420.6000061035156,414.1799926757813,420.1900024414063,420.1900024414063,4806100.0,False
2023-11-02,421.1700134277344,426.6900024414063,417.1000061035156,424.7099914550781,424.7099914550781,4476000.0,False
2023-11-03,428.760009765625,434.8200073242188,425.5299987792969,432.3599853515625,432.3599853515625,3664800.0,False
2023-11-04,,,,,,,True
2023-11-05,,,,,,,True
2023-11-06,434.3800048828125,435.0299987792969,429.6099853515625,434.739990234375,434.739990234375,3003200.0,False
2023-11-07,436.1799926757813,437.6400146484375,431.0,434.6099853515625,434.6099853515625,3291100.0,False
2023-11-08,435.0,438.0700073242188,433.6799926757813,436.6499938964844,436.6499938964844,2356800.0,False
2023-11-09,438.0299987792969,440.3800048828125,434.3500061035156,435.1499938964844,435.1499938964844,2735500.0,False
2023-11-10,437.4800109863281,447.4800109863281,435.510009765625,447.239990234375,447.239990234375,4440600.0,False
2023-11-11,,,,,,,True
2023-11-12,,,,,,,True
2023-11-13,447.25,448.4299926757813,442.6000061035156,444.6199951171875,444.6199951171875,2896100.0,False
2023-11-14,448.7799987792969,454.0799865722656,445.6400146484375,448.6499938964844,448.6499938964844,4060900.0,False
2023-11-15,452.80999755859375,462.75,452.4500122070313,461.9400024414063,461.9400024414063,5035300.0,False
2023-11-16,463.0,467.2799987792969,459.6499938964844,466.9500122070313,466.9500122070313,3656000.0,False
2023-11-17,466.9500122070313,467.6499938964844,462.760009765625,465.9100036621094,465.9100036621094,2798500.0,False
2023-11-18,,,,,,,True
2023-11-19,,,,,,,True
2023-11-20,465.3999938964844,476.760009765625,465.3999938964844,474.4700012207031,474.4700012207031,3617600.0,False
2023-11-21,472.6300048828125,477.0199890136719,471.2099914550781,474.9500122070313,474.9500122070313,2997700.0,False
2023-11-22,476.7999877929688,482.7000122070313,476.55999755859375,478.0,478.0,2841600.0,False
2023-11-23,,,,,,,False
2023-11-24,477.1099853515625,480.3999938964844,475.2000122070313,479.55999755859375,479.55999755859375,1404700.0,False
2023-11-25,,,,,,,True
2023-11-26,,,,,,,True
2023-11-27,479.0299987792969,482.0,475.3500061035156,479.1700134277344,479.1700134277344,3625900.0,False
2023-11-28,478.1099853515625,480.5,475.9500122070313,479.0,479.0,2890200.0,False
2023-11-29,479.0,480.989990234375,474.489990234375,477.1900024414063,477.1900024414063,2855500.0,False
2023-11-30,475.30999755859375,478.5899963378906,470.4200134277344,473.9700012207031,473.9700012207031,4287300.0,False
2023-12-01,473.1700134277344,475.2300109863281,464.6000061035156,465.739990234375,465.739990234375,4338100.0,False
2023-12-02,,,,,,,True
2023-12-03,,,,,,,True
2023-12-04,460.989990234375,461.2000122070313,451.2000122070313,453.8999938964844,453.8999938964844,5157700.0,False
2023-12-05,450.7000122070313,456.3900146484375,449.5799865722656,455.1499938964844,455.1499938964844,3380700.0,False
2023-12-06,460.0,460.5,445.7300109863281,446.7300109863281,446.7300109863281,4178800.0,False
2023-12-07,450.8500061035156,452.8900146484375,448.3200073242188,452.0,452.0,3506700.0,False
2023-12-08,450.760009765625,455.5,450.760009765625,453.760009765625,453.760009765625,3456100.0,False
2023-12-09,,,,,,,True
2023-12-10,,,,,,,True
2023-12-11,459.3599853515625,470.6499938964844,457.2099914550781,459.8900146484375,459.8900146484375,4929700.0,False
2023-12-12,465.2300109863281,465.6099853515625,459.2000122070313,463.0,463.0,3302700.0,False
2023-12-13,461.9800109863281,481.25,461.9800109863281,479.9800109863281,479.9800109863281,5820200.0,False
2023-12-14,480.3599853515625,480.760009765625,464.760009765625,469.8299865722656,469.8299865722656,5176400.0,False
2023-12-15,467.2999877929688,473.0,467.2999877929688,472.05999755859375,472.05999755859375,7838300.0,False
2023-12-16,,,,,,,True
2023-12-17,,,,,,,True
2023-12-18,476.2999877929688,492.0400085449219,475.1000061035156,486.1199951171875,486.1199951171875,6410700.0,False
2023-12-19,488.3999938964844,496.1400146484375,484.05999755859375,495.0199890136719,495.0199890136719,3849000.0,False
2023-12-20,492.0,500.8900146484375,488.3900146484375,489.2699890136719,489.2699890136719,4563700.0,False
2023-12-21,492.6600036621094,494.3999938964844,486.7699890136719,491.6099853515625,491.6099853515625,2756200.0,False
2023-12-22,494.0,496.0199890136719,485.4500122070313,486.760009765625,486.760009765625,2701100.0,False
2023-12-23,,,,,,,True
2023-12-24,,,,,,,True
2023-12-25,,,,,,,False
2023-12-26,489.3900146484375,491.4800109863281,486.3800048828125,491.1900024414063,491.1900024414063,2034500.0,False
2023-12-27,491.239990234375,494.0199890136719,489.25,491.7900085449219,491.7900085449219,2561300.0,False
2023-12-28,492.0,492.8900146484375,489.0700073242188,490.510009765625,490.510009765625,1710500.0,False
2023-12-29,490.3699951171875,492.2300109863281,481.9400024414063,486.8800048828125,486.8800048828125,2739500.0,False
2023-12-30,,,,,,,True
2023-12-31,,,,,,,True
2024-01-01,,,,,,,False
2024-01-02,483.1900024414063,484.6499938964844,461.8599853515625,468.5,468.5,5045500.0,False
2024-01-03,467.3200073242188,475.0499877929688,465.772705078125,472.9800109863281,472.9800109863281,1887156.0,False
2024-01-04,472.9800109863281,480.739990234375,466.5299987792969,474.6700134277344,474.6700134277344,3636500.0,False
2024-01-05,476.5,479.54998779296875,471.79998779296875,474.05999755859375,474.05999755859375,2612500.0,False
2024-01-06,,,,,,,True
2024-01-07,,,,,,,True
2024-01-08,476.5,477.0,473.8900146484375,476.0199890136719,476.0199890136719,88207.0,False
